,ts,PID,MINFLT,MAJFLT,VSTEXT,VSIZE,RSIZE,VGROW,RGROW,MEM,y
54,1556211338,3273,0,0,18,368.9,3884.0,0.0,0.0,0.0,1
55,1554233325,3311,0,0,18,441.1,2804.0,0.0,956.0,0.0,0
56,1554225275,2523,0,0,31,931.9,20796.0,0.0,0.0,0.01,0
57,1556138988,52885,2329,0,148,17884.0,2592.0,0.0,0.0,0.0,1
58,1556213823,2821,0,0,10,1.3,99.4,0.0,0.0,0.03,1
59,1556184928,1967,0,0,36,159.8,4396.0,0.0,0.0,0.0,1
60,1556184263,2633,0,0,66,553.8,18384.0,0.0,0.0,0.0,1
61,1556179398,2849,8,0,1350,1.4,48468.0,0.0,0.0,0.01,1
62,1556141408,2426,0,0,415,40264.0,2220.0,0.0,0.0,0.0,1
63,1554229485,3677,2599,0,148,17952.0,2500.0,4.0,0.0,0.0,0
64,1554226485,3677,2681,0,148,17952.0,2480.0,0.0,0.0,0.0,0
65,1556181548,1967,0,0,36,159.8,4396.0,0.0,0.0,0.0,1
66,1556158403,2608,6,0,589,631.8,23448.0,0.0,0.0,0.01,1
67,1554228850,2830,0,0,141,436.0,4736.0,0.0,328.0,0.0,0
68,1556215438,1495,0,0,10415,545.4,50232.0,0.0,0.0,0.01,1
69,1554219975,3677,1688,0,148,17624.0,2352.0,240.0,20.0,0.0,0
70,1556207103,2712,4,0,659,1.0,9952.0,0.0,0.0,0.0,1
71,1556137393,2525,1,0,31,1.0,20528.0,0.0,0.0,0.01,1
72,1554233490,3734,0,0,140,71240.0,1336.0,0.0,144.0,0.0,0
73,1556141263,53007,0,0,0,0.0,0.0,0.0,0.0,0.0,1
74,1556214653,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
75,1554223735,2797,0,0,1350,1.4,109.6,0.0,0.0,0.03,0
76,1556219123,3103,0,0,2132,2.5,28092.0,0.0,0.0,0.01,1
77,1554242705,3155,22,0,280,711.5,17652.0,0.0,0.0,0.0,0
78,1554227465,2547,0,0,66,706.7,21680.0,0.0,0.0,0.01,0
79,1556145283,2531,4,0,589,663.4,50636.0,0.0,0.0,0.01,1
80,1554235365,2489,1,1,78,122.0,2136.0,0.0,0.0,0.0,0
81,1554223005,1851,0,0,36,159.8,4392.0,0.0,0.0,0.0,0
82,1556159868,2847,0,0,297,718.4,18184.0,0.0,0.0,0.0,1
83,1556132333,3279,2391,0,148,18600.0,3512.0,0.0,0.0,0.0,1
84,1556174503,3292,1916,0,148,17924.0,2416.0,0.0,0.0,0.0,1
85,1554241590,1371,7,0,36,19296.0,656.0,0.0,0.0,0.0,0
86,1554220490,3715,2923,0,0,0.0,0.0,0.0,0.0,0.0,0
87,1556212683,2821,0,0,10,1.3,99.4,0.0,0.0,0.03,1
88,1554236735,2845,2249,9,319,362.7,3268.0,362.7,3268.0,0.0,0
89,1556211153,2849,8,0,1350,1.4,48316.0,0.0,0.0,0.01,1
90,1556185168,3294,1909,0,148,17916.0,2420.0,0.0,0.0,0.0,1
91,1556216638,1208,0,0,7,274.6,5164.0,0.0,0.0,0.0,1
92,1556209248,3292,1909,0,148,17924.0,2428.0,0.0,0.0,0.0,1
93,1556213808,1401,41,0,36,19296.0,824.0,0.0,0.0,0.0,1
94,1556158373,2821,438,0,10,1.3,75044.0,0.0,0.0,0.02,1
95,1556217013,2593,3,0,31,729.2,20068.0,0.0,0.0,0.01,1
96,1554233340,2949,0,0,66,121.7,2704.0,0.0,572.0,0.0,0
97,1554242345,1851,7,0,36,159.8,2004.0,0.0,0.0,0.0,0
98,1556182298,3128,0,0,978,2.9,22924.0,0.0,0.0,0.01,1
99,1556172983,3503,0,0,0,0.0,0.0,0.0,0.0,0.0,1
100,1554241555,1339,6,0,47,497.2,2532.0,0.0,8.0,0.0,0
101,1556218798,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
102,1554237370,3675,2066,0,148,17948.0,2604.0,0.0,0.0,0.0,0
103,1556158088,2499,0,0,415,40184.0,2264.0,0.0,0.0,0.0,1
104,1554227280,1371,5,0,36,19296.0,820.0,0.0,0.0,0.0,0
105,1554224425,3863,256,0,0,0.0,0.0,0.0,0.0,0.0,0
106,1556210498,1457,0,0,2219,334.3,71104.0,0.0,0.0,0.02,1
107,1556216158,1695,0,0,12,9480.0,3496.0,0.0,0.0,0.0,1
108,1556210168,2045,0,0,149,233.8,4584.0,0.0,0.0,0.0,1
109,1556180183,3503,0,0,0,0.0,0.0,0.0,0.0,0.0,1
110,1556186143,2608,13,0,589,639.9,31636.0,132.0,0.0,0.01,1
111,1554235100,1851,7,0,36,159.8,2496.0,0.0,44.0,0.0,0
112,1554222395,1442,272,0,2219,734.7,298.6,16132.0,1228.0,0.08,0
113,1554228890,1851,0,0,36,159.8,3920.0,0.0,116.0,0.0,0
114,1556211108,3295,1913,0,148,17920.0,2420.0,0.0,0.0,0.0,1
115,1556213553,2608,10,0,589,648.7,40604.0,0.0,0.0,0.01,1
116,1554224440,3868,237,1,0,0.0,0.0,0.0,0.0,0.0,0
117,1556141403,2328,0,0,245,40392.0,2516.0,0.0,0.0,0.0,1
118,1554222355,1668,0,0,12,9480.0,3500.0,0.0,0.0,0.0,0
119,1556173268,2608,13,0,589,635.2,26948.0,0.0,0.0,0.01,1
120,1554236610,2982,2221,4,119,472.7,8008.0,472.7,8008.0,0.0,0
121,1556206003,1472,0,0,44,75364.0,3428.0,0.0,0.0,0.0,1
122,1556217638,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
123,1554241930,2498,0,0,121,22412.0,576.0,0.0,0.0,0.0,0
124,1554226175,3257,9334,0,193,2.0,515.5,0.0,20.0,0.14,0
125,1556154888,2882,0,0,36,381.1,16928.0,0.0,0.0,0.0,1
126,1556209738,1401,5,0,36,19296.0,824.0,0.0,0.0,0.0,1
127,1554226100,4032,0,0,0,0.0,0.0,0.0,0.0,0.0,0
128,1556213123,2499,0,0,415,40184.0,2288.0,0.0,0.0,0.0,1
129,1554228875,1931,0,0,149,233.8,4216.0,0.0,112.0,0.0,0
130,1556211298,1196,152,0,1071,342.2,7496.0,0.0,0.0,0.0,1
131,1556216743,2608,9,0,589,649.8,41868.0,0.0,0.0,0.01,1
132,1556186478,2093,0,0,596,184.2,14072.0,0.0,0.0,0.0,1
133,1556173183,2559,2,0,148,353.2,6220.0,0.0,0.0,0.0,1
134,1554224455,3871,402,13,0,0.0,0.0,0.0,0.0,0.0,0
135,1556184628,2608,13,0,589,639.1,30980.0,0.0,4.0,0.01,1
136,1554223660,2809,0,0,36,381.0,16920.0,0.0,0.0,0.0,0
137,1556209218,3103,0,0,2132,2.5,28092.0,0.0,0.0,0.01,1
138,1554226235,1851,0,0,36,159.8,4320.0,0.0,0.0,0.0,0
139,1554232655,4197,60,0,0,0.0,0.0,0.0,0.0,0.0,0
140,1556176308,2835,0,0,124,623.7,18084.0,0.0,0.0,0.0,1
141,1554242405,2547,0,0,66,710.1,19932.0,0.0,0.0,0.01,0
142,1554236130,2437,0,0,239,78328.0,2328.0,0.0,0.0,0.0,0
143,1554225800,2993,0,0,127,246.5,9660.0,0.0,16.0,0.0,0
144,1556133063,52664,987,0,0,0.0,0.0,0.0,0.0,0.0,1
145,1556180438,2633,2,0,66,553.8,18384.0,0.0,0.0,0.0,1
146,1554227315,2774,2,0,10,1.3,77152.0,8.0,0.0,0.02,0
147,1556177628,3543,1121,0,1603,10224.0,3664.0,10224.0,3664.0,0.0,1
148,1556206713,1457,0,0,2219,334.3,71104.0,0.0,0.0,0.02,1
149,1554231525,2437,0,0,239,78328.0,1980.0,0.0,964.0,0.0,0
150,1554241455,1668,0,0,12,9480.0,292.0,0.0,0.0,0.0,0
151,1556214043,3292,1909,0,148,17924.0,2428.0,0.0,0.0,0.0,1
152,1554238815,4375,2050,0,148,17644.0,2376.0,4.0,0.0,0.0,0
153,1554222900,3675,1526,0,148,17948.0,2436.0,0.0,0.0,0.0,0
154,1554230165,3086,5,0,49,627.8,17548.0,0.0,0.0,0.0,0
155,1554229790,2809,0,0,36,381.0,9224.0,0.0,0.0,0.0,0
156,1556217268,3294,1909,0,148,17916.0,2420.0,0.0,0.0,0.0,1
157,1554228835,1124,0,0,1071,342.0,4948.0,0.0,1276.0,0.0,0
158,1556212153,3295,1909,0,148,17920.0,2420.0,0.0,0.0,0.0,1
159,1556206623,2882,0,0,36,381.1,16928.0,0.0,0.0,0.0,1
160,1554243640,2784,0,0,124,695.6,5092.0,0.0,0.0,0.0,0
161,1556133433,2692,0,0,35,280.1,8900.0,0.0,0.0,0.0,1
162,1556179953,3294,1909,0,148,17916.0,2420.0,0.0,0.0,0.0,1
163,1556175143,2608,9,0,589,635.7,27476.0,0.0,0.0,0.01,1
164,1554221910,2460,0,0,281,609.4,15560.0,0.0,0.0,0.0,0
165,1554237215,3989,0,0,0,0.0,0.0,0.0,0.0,0.0,0
166,1554238620,3675,2066,0,148,17948.0,2604.0,0.0,0.0,0.0,0
167,1554227770,3752,0,0,959,114.7,99.8,0.0,0.0,0.03,0
168,1556209063,3295,1909,0,148,17920.0,2420.0,0.0,0.0,0.0,1
169,1554220155,2908,0,0,39,423.1,3928.0,0.0,0.0,0.0,0
170,1554221810,2809,0,0,36,381.0,16920.0,0.0,0.0,0.0,0
171,1556218413,2838,0,0,4,857.6,44596.0,0.0,0.0,0.01,1
172,1554231235,2993,0,0,127,246.5,6412.0,0.0,416.0,0.0,0
173,1554220920,3257,18465,0,193,2.0,509.9,0.0,8292.0,0.14,0
174,1554223270,3197,0,0,193,2.6,419.0,0.0,0.0,0.11,0
175,1554223955,3257,8271,0,193,2.0,514.9,0.0,12228.0,0.14,0
176,1556185063,3295,1909,0,148,17920.0,2416.0,0.0,0.0,0.0,1
177,1554221675,1137,0,0,129,16376.0,1676.0,0.0,0.0,0.0,0
178,1554224660,2797,1,0,1350,1.4,109.6,0.0,0.0,0.03,0
179,1554225615,3257,7641,0,193,2.0,535.5,0.0,18348.0,0.15,0
180,1556131413,1424,4,0,36,19296.0,692.0,0.0,0.0,0.0,1
181,1554227040,1825,0,0,56,27456.0,1512.0,0.0,36.0,0.0,0
182,1556137098,6604,0,0,0,0.0,0.0,0.0,0.0,0.0,1
183,1554238325,2437,0,0,239,78328.0,2328.0,0.0,0.0,0.0,0
184,1554229935,1935,0,0,596,184.2,11544.0,0.0,0.0,0.0,0
185,1554238305,4375,2067,0,148,17640.0,2368.0,0.0,20.0,0.0,0
186,1554235555,2993,20,1,127,246.5,4888.0,0.0,0.0,0.0,0
187,1554224955,2420,0,0,415,40212.0,2304.0,0.0,0.0,0.0,0
188,1554221845,3257,11060,0,193,2.0,504.8,0.0,17.3,0.14,0
189,1556217698,2576,0,0,121,22308.0,640.0,0.0,0.0,0.0,1
190,1554243020,3155,2,0,280,711.5,17652.0,0.0,0.0,0.0,0
191,1554227915,3752,0,0,959,114.7,99.8,0.0,0.0,0.03,0
192,1556178033,3293,1916,0,148,17324.0,2356.0,596.0,60.0,0.0,1
193,1554229155,1375,0,0,15,9416.0,840.0,0.0,264.0,0.0,0
194,1556174438,2821,0,0,10,1.2,79476.0,48.0,0.0,0.02,1
195,1554223080,3793,6,0,978,2.6,19164.0,0.0,0.0,0.01,0
196,1554231305,2691,0,0,203,540.2,3988.0,0.0,68.0,0.0,0
197,1554224470,3875,628,0,0,0.0,0.0,0.0,0.0,0.0,0
198,1556217093,2608,9,0,589,650.0,41868.0,132.0,0.0,0.01,1
199,1554229365,3086,0,0,49,627.8,17548.0,0.0,0.0,0.0,0
200,1554240205,4372,2064,0,148,17644.0,2368.0,0.0,0.0,0.0,0
201,1554222315,2774,0,0,10,1.3,92996.0,288.0,0.0,0.02,0
202,1554235490,2523,65,15,31,931.9,11436.0,0.0,260.0,0.0,0
203,1554223790,1851,0,0,36,159.8,4392.0,0.0,0.0,0.0,0
204,1554230000,2501,2,1,148,353.5,4468.0,0.0,0.0,0.0,0
205,1554224280,1482,4,0,531,392.1,31964.0,0.0,0.0,0.01,0
206,1556156358,3293,1909,0,148,17916.0,2384.0,0.0,4.0,0.0,1
207,1556173833,2849,8,0,1350,1.4,48468.0,0.0,0.0,0.01,1
208,1554241480,3752,0,0,959,114.7,99.0,0.0,0.0,0.03,0
209,1554224995,3257,10270,0,193,2.0,517.4,0.0,12932.0,0.14,0
210,1556212888,3103,0,0,2132,2.5,28092.0,0.0,0.0,0.01,1
211,1554228760,2680,0,0,88,327.2,6908.0,0.0,20.0,0.0,0
212,1554225555,3967,311,0,0,0.0,0.0,0.0,0.0,0.0,0
213,1554227355,1339,8,0,47,497.2,5140.0,0.0,0.0,0.0,0
214,1554235020,1483,0,0,10415,537.4,25112.0,0.0,0.0,0.01,0
215,1556153583,2608,7,0,589,630.6,22272.0,128.0,128.0,0.01,1
216,1556217518,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
217,1554226450,3965,22,1,956,27308.0,4244.0,0.0,0.0,0.0,0
218,1554232135,1851,0,0,36,159.8,2748.0,0.0,4.0,0.0,0
219,1554230100,4108,457,0,0,0.0,0.0,0.0,0.0,0.0,0
220,1556134113,52687,987,0,0,0.0,0.0,0.0,0.0,0.0,1
221,1554226840,2845,0,0,319,362.7,4844.0,0.0,304.0,0.0,0
222,1556218998,2849,8,0,1350,1.4,48316.0,0.0,0.0,0.01,1
223,1554241515,3793,0,0,978,2.9,12868.0,0.0,0.0,0.0,0
224,1556213543,2849,8,0,1350,1.4,48316.0,0.0,0.0,0.01,1
225,1554240695,1371,5,0,36,19296.0,656.0,0.0,0.0,0.0,0
226,1556218548,2882,0,0,36,381.1,16928.0,0.0,0.0,0.0,1
227,1556183733,3293,1913,0,148,17624.0,2368.0,0.0,0.0,0.0,1
228,1556208503,2821,0,0,10,1.3,99.4,0.0,0.0,0.03,1
229,1554240020,4375,1713,0,148,17640.0,2376.0,4.0,0.0,0.0,0
230,1554237655,1692,0,0,0,0.0,0.0,0.0,0.0,0.0,0
231,1556179653,3295,1909,0,148,17920.0,2412.0,0.0,0.0,0.0,1
232,1556181203,2821,117,0,10,1.3,99.6,0.0,0.0,0.03,1
233,1554238360,3257,9165,0,193,1.7,156.7,0.0,8976.0,0.04,0
234,1556216313,2821,0,0,10,1.3,99.4,0.0,0.0,0.03,1
235,1556141753,1495,0,0,531,422.8,65492.0,0.0,0.0,0.02,1
236,1556212438,3293,1909,0,148,17624.0,2372.0,0.0,0.0,0.0,1
237,1556207043,1401,3,0,36,19296.0,824.0,0.0,0.0,0.0,1
238,1554241420,4372,2066,0,148,17644.0,2368.0,0.0,0.0,0.0,0
239,1556216508,3273,0,0,18,368.9,3884.0,0.0,0.0,0.0,1
240,1554236600,2770,2842,3,193,332.4,8200.0,332.4,8200.0,0.0,0
241,1554237475,3257,12245,0,193,1.7,177.3,0.0,28904.0,0.05,0
242,1556213828,1457,0,0,2219,334.3,71104.0,0.0,0.0,0.02,1
243,1556173883,1695,0,0,12,9480.0,3496.0,0.0,0.0,0.0,1
244,1554227650,2784,0,0,124,695.6,16812.0,0.0,0.0,0.0,0
245,1556145103,52888,2375,0,148,17884.0,2720.0,4.0,0.0,0.0,1
246,1556184168,3292,1913,0,148,17924.0,2424.0,0.0,0.0,0.0,1
247,1554226135,3985,459,0,0,0.0,0.0,0.0,0.0,0.0,0
248,1554231715,1087,0,0,152,23552.0,384.0,0.0,12.0,0.0,0
249,1556218648,3294,1909,0,148,17916.0,2420.0,0.0,0.0,0.0,1
250,1556130343,6604,0,0,0,0.0,0.0,0.0,0.0,0.0,1
251,1556208368,1967,0,0,36,159.8,4396.0,0.0,0.0,0.0,1
252,1556144958,3281,1996,0,148,18512.0,3512.0,0.0,0.0,0.0,1
253,1554232315,4040,1411,0,0,0.0,0.0,0.0,0.0,0.0,0
254,1554225525,3955,280,0,0,0.0,0.0,0.0,0.0,0.0,0
255,1554238030,2993,0,0,127,246.5,4852.0,0.0,36.0,0.0,0
256,1556152053,3058,0,0,280,710.1,22232.0,0.0,0.0,0.01,1
257,1554222955,1483,0,0,10415,537.4,54344.0,0.0,0.0,0.01,0
258,1556160503,3295,1900,0,148,17616.0,2356.0,0.0,4.0,0.0,1
259,1556131843,2692,0,0,35,280.1,8900.0,0.0,0.0,0.0,1
260,1554241145,1668,0,0,12,9480.0,292.0,0.0,0.0,0.0,0
261,1554232720,4213,294,0,0,0.0,0.0,0.0,0.0,0.0,0
262,1554236845,3311,1318,2,18,441.1,2560.0,441.1,2560.0,0.0,0
263,1554235290,1668,0,0,12,9480.0,2796.0,0.0,0.0,0.0,0
264,1556138763,2525,3,0,31,1.0,20528.0,0.0,0.0,0.01,1
265,1556206488,2882,0,0,36,381.1,16928.0,0.0,0.0,0.0,1
266,1554219635,2523,0,0,31,931.9,20796.0,0.0,0.0,0.01,0
267,1554227015,3898,0,0,76,42220.0,2252.0,0.0,0.0,0.0,0
268,1556206973,1401,11,0,36,19296.0,824.0,0.0,0.0,0.0,1
269,1556214503,2882,0,0,36,381.1,16928.0,0.0,0.0,0.0,1
270,1556211618,2576,0,0,121,22308.0,640.0,0.0,0.0,0.0,1
271,1554241065,2707,0,0,121,521.1,6352.0,0.0,0.0,0.0,0
272,1556207293,2886,0,0,350,315.3,7400.0,0.0,0.0,0.0,1
273,1556208523,2608,9,0,589,647.2,39204.0,128.0,128.0,0.01,1
274,1556174643,3503,0,0,0,0.0,0.0,0.0,0.0,0.0,1
275,1554225620,3197,0,0,193,2.6,412.7,0.0,9292.0,0.11,0
276,1554241190,3790,568,0,2132,2.4,31108.0,80.0,48.0,0.01,0
277,1554243300,3752,0,0,959,114.7,99.0,0.0,0.0,0.03,0
278,1554231895,2794,0,0,33,465.9,11460.0,0.0,20.0,0.0,0
279,1554231795,4101,26,0,2153,1.0,151.8,0.0,1596.0,0.04,0
280,1554241475,3257,11087,0,193,1.7,186.0,0.0,27092.0,0.05,0
281,1556141483,53015,746,0,0,0.0,0.0,0.0,0.0,0.0,1
282,1556218588,3632,0,0,0,0.0,0.0,0.0,0.0,0.0,1
283,1556213903,2821,0,0,10,1.3,99.4,0.0,0.0,0.03,1
284,1556211698,3292,1913,0,148,17924.0,2428.0,0.0,0.0,0.0,1
285,1554235225,2794,0,0,33,465.9,7988.0,0.0,0.0,0.0,0
286,1554222165,3257,7931,0,193,2.0,499.4,0.0,20.1,0.14,0
287,1556212958,1400,10,0,37,23652.0,1028.0,0.0,0.0,0.0,1
288,1556205498,1208,0,0,7,274.6,5164.0,0.0,0.0,0.0,1
289,1554242780,2498,0,0,121,22412.0,576.0,0.0,0.0,0.0,0
290,1556175588,2835,0,0,124,623.7,18084.0,0.0,0.0,0.0,1
291,1554222895,3678,2061,0,148,17948.0,2440.0,0.0,0.0,0.0,0
292,1554223140,2750,0,0,0,0.0,0.0,0.0,0.0,0.0,0
293,1556206348,2608,9,0,589,646.3,38308.0,0.0,0.0,0.01,1
294,1556212893,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
295,1554233320,1931,0,0,149,233.8,2892.0,0.0,772.0,0.0,0
296,1554243385,4372,2067,0,148,17644.0,2368.0,0.0,0.0,0.0,0
297,1556184993,2838,0,0,4,857.6,44596.0,0.0,0.0,0.01,1
298,1556172548,3405,0,0,0,0.0,0.0,0.0,0.0,0.0,1
299,1554241490,2774,14,0,10,1.3,61220.0,352.0,0.0,0.02,0
300,1554238600,2809,0,0,36,381.0,4932.0,0.0,0.0,0.0,0
301,1554233605,1249,0,0,25,20012.0,648.0,0.0,28.0,0.0,0
302,1556212168,1401,3,0,36,19296.0,824.0,0.0,0.0,0.0,1
303,1556219528,2633,0,0,66,553.8,18384.0,0.0,0.0,0.0,1
304,1556216908,1695,0,0,12,9480.0,3496.0,0.0,0.0,0.0,1
305,1556206118,2835,0,0,124,623.7,18084.0,0.0,0.0,0.0,1
306,1554230815,1063,0,0,44,75364.0,2136.0,0.0,900.0,0.0,0
307,1556183928,1401,3,0,36,19296.0,824.0,0.0,0.0,0.0,1
308,1554224610,3911,383,0,0,0.0,0.0,0.0,0.0,0.0,0
309,1556158913,2724,0,0,357,552.8,5924.0,0.0,0.0,0.0,1
310,1554228750,3900,0,0,67,188.8,7900.0,0.0,812.0,0.0,0
311,1556138643,3280,1992,0,148,18604.0,3532.0,0.0,0.0,0.0,1
312,1554234245,4259,0,0,387,76860.0,2648.0,0.0,460.0,0.0,0
313,1556173943,1517,0,0,531,392.3,32352.0,0.0,0.0,0.01,1
314,1554241085,3678,2064,0,148,17948.0,2608.0,0.0,0.0,0.0,0
315,1556218613,2608,9,0,589,650.5,42532.0,128.0,136.0,0.01,1
316,1556210278,2608,9,0,589,647.7,39724.0,0.0,0.0,0.01,1
317,1556213043,2849,8,0,1350,1.4,48316.0,0.0,0.0,0.01,1
318,1554226380,2584,0,0,154,537.9,14976.0,0.0,0.0,0.0,0
319,1554231680,1256,0,0,25,20012.0,676.0,0.0,20.0,0.0,0
320,1556217843,1695,0,0,12,9480.0,3496.0,0.0,0.0,0.0,1
321,1556205823,3128,0,0,978,2.9,22916.0,0.0,0.0,0.01,1
322,1556218288,3295,1909,0,148,17920.0,2420.0,0.0,0.0,0.0,1
323,1554225950,2583,0,0,11,274.3,3480.0,0.0,8.0,0.0,0
324,1556214828,1457,0,0,2219,334.3,71104.0,0.0,0.0,0.02,1
325,1554237880,2009,0,0,596,184.3,1340.0,0.0,1320.0,0.0,0
326,1554234885,3257,8715,3,193,1.7,186.7,0.0,23160.0,0.05,0
327,1554234390,1063,0,0,44,75364.0,1516.0,0.0,364.0,0.0,0
328,1554221355,2498,0,0,121,22412.0,752.0,0.0,0.0,0.0,0
329,1554226900,1668,0,0,12,9480.0,3436.0,0.0,64.0,0.0,0
330,1554222495,1668,0,0,12,9480.0,3500.0,0.0,0.0,0.0,0
331,1554232850,4236,62,0,0,0.0,0.0,0.0,0.0,0.0,0
332,1554227185,3790,0,0,2132,2.4,33756.0,0.0,0.0,0.01,0
333,1556214383,3103,0,0,2132,2.5,28092.0,0.0,0.0,0.01,1
334,1554225870,2437,0,0,239,78328.0,4632.0,0.0,0.0,0.0,0
335,1556206403,3295,1913,0,148,17920.0,2420.0,0.0,0.0,0.0,1
336,1554224290,3086,46,0,49,627.8,18332.0,0.0,12.0,0.0,0
337,1554222960,2788,0,0,4,857.6,46736.0,0.0,0.0,0.01,0
338,1556146803,52937,0,0,0,0.0,0.0,0.0,0.0,0.0,1
339,1554239990,2501,0,0,148,353.6,3636.0,0.0,0.0,0.0,0
340,1556214443,2576,0,0,121,22308.0,640.0,0.0,0.0,0.0,1
341,1554233540,1319,0,0,728,61380.0,944.0,0.0,116.0,0.0,0
342,1556207048,2576,0,0,121,22308.0,640.0,0.0,0.0,0.0,1
343,1554228795,2007,0,0,596,184.3,5256.0,0.0,152.0,0.0,0
344,1554230550,2845,0,0,319,362.7,4380.0,0.0,124.0,0.0,0
345,1556206203,3405,0,0,0,0.0,0.0,0.0,0.0,0.0,1
346,1554222375,3676,2058,0,148,17648.0,2372.0,0.0,0.0,0.0,0
347,1554222310,3752,0,0,959,114.7,99.8,0.0,0.0,0.03,0
348,1556212858,3632,0,0,0,0.0,0.0,0.0,0.0,0.0,1
349,1554222605,3793,30,0,978,2.6,18640.0,0.0,0.0,0.0,0
350,1554233870,4293,267,0,0,0.0,0.0,0.0,0.0,0.0,0
351,1554243165,2774,62,0,10,1.3,61276.0,32.0,0.0,0.02,0
